uuid;data;cor;resultado;tipo;tempo_controle;rating_proprio;rating_adversario;adversario;acuracia_pct;eco_code;abertura;url;mes;mes_str
ca1804fb-a239-11ec-a864-78ac4409ff3c;2022-03-12;white;derrota;rapid;1800;648;1114;elbinhavermelha;;Kings;Kings Pawn Opening Kings Knight Variation 2...Nc6;https://www.chess.com/game/live/40852123307;2022-03;2022-03
ada5174f-a3d2-11ec-a9b5-78ac4409ff3c;2022-03-14;black;derrota;blitz;300;700;718;elbinhavermelha;;Sicilian;Sicilian Defense Bowdler Attack 2...Nc6;https://www.chess.com/game/live/41027433329;2022-03;2022-03
0f77b419-a3d4-11ec-a9b5-78ac4409ff3c;2022-03-14;white;derrota;rapid;600;648;1114;elbinhavermelha;;Philidor;Philidor Defense 3.Nc3;https://www.chess.com/game/live/41028031299;2022-03;2022-03
85b6a5f2-4b06-11ed-bce6-78ac4409ff3c;2022-10-13;black;derrota;rapid;1800;292;334;gustavoferreira554;;Kings;Kings Pawn Opening 1...e5;https://www.chess.com/game/live/59411505849;2022-10;2022-10
de570673-4b08-11ed-bce6-78ac4409ff3c;2022-10-13;white;derrota;rapid;1800;174;369;gustavoferreira554;;Vienna;Vienna Game;https://www.chess.com/game/live/59412647389;2022-10;2022-10
2637555d-4b0a-11ed-bce6-78ac4409ff3c;2022-10-13;black;derrota;rapid;1800;119;391;gustavoferreira554;;Van;Van t Kruijs Opening 1...g6;https://www.chess.com/game/live/59413233425;2022-10;2022-10
33ecc1b5-b872-11ed-9170-6cfe544c0428;2023-03-01;black;derrota;rapid;600;100;111;Lynxy1128;;Owens;Owens Defense 2.Nc3;https://www.chess.com/game/live/71442755509;2023-03;2023-03
a2dbf837-b93a-11ed-9170-6cfe544c0428;2023-03-02;white;derrota;rapid;600;243;611;RicardoArcturus;;Kings;Kings Fianchetto Opening 1...e6 2.Bg2;https://www.chess.com/game/live/71528739593;2023-03;2023-03
261b8588-b90b-11ed-9170-6cfe544c0428;2023-03-02;white;vitoria;rapid;600;264;604;RicardoArcturus;67.26;Queens;Queens Pawn Opening Polish Defense;https://www.chess.com/game/live/71508359903;2023-03;2023-03
5e025a77-bd27-11ed-9170-6cfe544c0428;2023-03-07;white;empate;rapid;600;294;545;RicardoArcturus;;Petrovs;Petrovs Defense;https://www.chess.com/game/live/71960222527;2023-03;2023-03
032e0631-bd29-11ed-9170-6cfe544c0428;2023-03-07;black;derrota;rapid;600;269;548;RicardoArcturus;37.37;Van;Van t Kruijs Opening;https://www.chess.com/game/live/71961118305;2023-03;2023-03
5980154d-c1de-11ed-8269-6cfe544c0428;2023-03-13;black;derrota;rapid;600;249;546;RicardoArcturus;41.12;Nimzowitsch;Nimzowitsch Defense;https://www.chess.com/game/live/72478594565;2023-03;2023-03
6bebe6a4-c43b-11ed-8269-6cfe544c0428;2023-03-16;white;derrota;rapid;600;187;558;RicardoArcturus;;Queens;Queens Pawn Opening Blackmar Gambit;https://www.chess.com/game/live/72738678827;2023-03;2023-03
84887a75-c439-11ed-a7e1-43b98101000f;2023-03-16;white;derrota;rapid;600;198;251;h72jfma;;Center;Center Game;https://www.chess.com/game/live/72737725252;2023-03;2023-03
a87abf8f-c439-11ed-a7e1-43b98101000f;2023-03-16;white;vitoria;rapid;600;240;173;harrison123r;;Kings;Kings Pawn Opening Leonardis Variation;https://www.chess.com/game/live/72738119008;2023-03;2023-03
46a26b5f-c43a-11ed-bad8-12402701000f;2023-03-16;black;empate;rapid;600;196;211;sluwen;;English;English Opening Anglo Dutch Defense;https://www.chess.com/game/live/72738671024;2023-03;2023-03
ffd88e22-c43b-11ed-8269-6cfe544c0428;2023-03-16;black;derrota;rapid;600;179;560;RicardoArcturus;;Reti;Reti Opening 1...Nf6 2.d3 d5 3.g3;https://www.chess.com/game/live/72738819371;2023-03;2023-03
82c8e197-c503-11ed-923a-6cfe544c0428;2023-03-17;black;derrota;rapid;600;164;554;RicardoArcturus;50.81;Queens;Queens Pawn Opening 1...d5 2.e3;https://www.chess.com/game/live/72824627073;2023-03;2023-03
a79e01de-c502-11ed-923a-6cfe544c0428;2023-03-17;white;derrota;rapid;600;171;552;RicardoArcturus;;Queens;Queens Pawn Opening Mikenas Defense 2.Nf3;https://www.chess.com/game/live/72824156891;2023-03;2023-03
b65a9803-c851-11ed-8022-3852ea01000f;2023-03-21;black;vitoria;rapid;600;249;194;c4bn;;Alapin;Alapin Sicilian Defense 2...e5 3.Nf3;https://www.chess.com/game/live/73188957720;2023-03;2023-03
8fd8dfab-c85a-11ed-8022-3852ea01000f;2023-03-21;white;derrota;rapid;600;264;263;Raffaelnc;;Caro;Caro Kann Defense Exchange Variation 3...cxd5 4.Nf3 Nc6;https://www.chess.com/game/live/73192502108;2023-03;2023-03
0d11de94-c85a-11ed-a942-3dccb101000f;2023-03-21;white;vitoria;rapid;600;280;245;JumpyGamy;;Center;Center Game;https://www.chess.com/game/live/73191827336;2023-03;2023-03
35bbf1b2-c858-11ed-a942-3dccb101000f;2023-03-21;black;vitoria;rapid;600;265;295;AndrewJAA;;Indian;Indian Game Knights Variation East Indian Defense 3.c3 Bg7;https://www.chess.com/game/live/73191355440;2023-03;2023-03
f8bd8afe-c855-11ed-92a3-ef47c001000f;2023-03-21;black;derrota;rapid;600;246;196;ciacia14;;Alekhines;Alekhines Defense Normal Variation 3.d4;https://www.chess.com/game/live/73190655352;2023-03;2023-03
74214a04-c854-11ed-92a3-ef47c001000f;2023-03-21;white;vitoria;rapid;600;267;249;DIMAS7A11;;Center;Center Game Accepted 3.Qxd4;https://www.chess.com/game/live/73189541012;2023-03;2023-03
75c49fca-c85c-11ed-a942-3dccb101000f;2023-03-21;black;derrota;rapid;600;252;325;6reed;;Modern;Modern Defense with 1 e4 2.d4 Bg7;https://www.chess.com/game/live/73192565944;2023-03;2023-03
06b366a6-c851-11ed-8f75-47c17701000f;2023-03-21;white;derrota;rapid;600;232;326;prismcobra;;Queens;Queens Gambit Declined Chigorin Defense 3.Nc3 Nf6;https://www.chess.com/game/live/73187772628;2023-03;2023-03
1ce56358-c84f-11ed-8f75-47c17701000f;2023-03-21;black;derrota;rapid;600;228;250;devsinhn;;Queens;Queens Pawn Opening Zukertort Variation 2...c6 3.e3;https://www.chess.com/game/live/73187164924;2023-03;2023-03
36c64134-c84e-11ed-8022-3852ea01000f;2023-03-21;black;derrota;rapid;600;251;354;CONSUME1;53.31;Alekhines;Alekhines Defense 2.Nc3;https://www.chess.com/game/live/73186605504;2023-03;2023-03
36da0d0a-c84d-11ed-a942-3dccb101000f;2023-03-21;white;vitoria;rapid;600;269;166;darynbaker;;Dutch;Dutch Defense;https://www.chess.com/game/live/73186458384;2023-03;2023-03
b032e04d-c84b-11ed-8022-3852ea01000f;2023-03-21;white;vitoria;rapid;600;249;191;marcosemilioramirez;;Queens;Queens Pawn Opening Blackmar Blackmar Diemer Gambit;https://www.chess.com/game/live/73185883124;2023-03;2023-03
465eb44a-c84a-11ed-92a3-ef47c001000f;2023-03-21;black;vitoria;rapid;600;224;207;amrt23;;Caro;Caro Kann Defense 2.Nc3 d5;https://www.chess.com/game/live/73185290212;2023-03;2023-03
8f9d3b93-c848-11ed-8022-3852ea01000f;2023-03-21;black;vitoria;rapid;600;193;132;Han1771;62.58;Grob;Grob Opening;https://www.chess.com/game/live/73184130372;2023-03;2023-03
4ab6dc3f-c850-11ed-a942-3dccb101000f;2023-03-21;white;vitoria;rapid;600;248;203;febrezeyyyy;;Queens;Queens Pawn Opening Blackmar Gambit 2...dxe4;https://www.chess.com/game/live/73187637792;2023-03;2023-03
f6539077-c8c4-11ed-92a3-ef47c001000f;2023-03-22;white;derrota;rapid;600;225;280;Hswfd7;;Englund;Englund Gambit;https://www.chess.com/game/live/73237646164;2023-03;2023-03
dae0c387-c8f1-11ed-923a-6cfe544c0428;2023-03-22;white;derrota;rapid;600;221;516;RicardoArcturus;;French;French Defense Normal Variation;https://www.chess.com/game/live/73256758727;2023-03;2023-03
f78d923d-c85c-11ed-8022-3852ea01000f;2023-03-22;black;derrota;rapid;600;237;233;harman6740;;Caro;Caro Kann Defense Modern Variation;https://www.chess.com/game/live/73193094288;2023-03;2023-03
d9d51a32-c933-11ed-a942-3dccb101000f;2023-03-23;black;vitoria;rapid;600;254;176;EdwardAu;;Closed;Closed Sicilian Defense Traditional Line 3.Bb5 e6;https://www.chess.com/game/live/73285504844;2023-03;2023-03
723fe0bd-c932-11ed-8f75-47c17701000f;2023-03-23;white;vitoria;rapid;600;244;238;cantbeatme9;;Queens;Queens Pawn Opening 1...d5;https://www.chess.com/game/live/73284905048;2023-03;2023-03
80a50e3c-c92f-11ed-8f75-47c17701000f;2023-03-23;white;vitoria;rapid;600;231;100;MexicanFafa;;Queens;Queens Pawn Opening Mikenas Defense 2.c4;https://www.chess.com/game/live/73284307504;2023-03;2023-03
b21fa81d-cc37-11ed-b09b-4dcc1501000f;2023-03-26;black;vitoria;rapid;600;267;285;samuraiorpheus;;Kings;Kings Pawn Opening;https://www.chess.com/game/live/73616484192;2023-03;2023-03
a46095fa-e6d1-11ed-8f4d-b7cf0201000f;2023-04-29;white;derrota;rapid;600;265;255;Rivereexd;;Indian;Indian Game Knights Variation;https://www.chess.com/game/live/76541607882;2023-04;2023-04
9398ab74-e6d2-11ed-820c-c587c801000f;2023-04-29;black;vitoria;rapid;600;276;232;kkelley2;56.69;English;English Opening Two Knights Variation 3.e4 Bc5;https://www.chess.com/game/live/76542706942;2023-04;2023-04
4097c27a-e6e5-11ed-90b9-6263a801000f;2023-04-29;black;vitoria;rapid;600;287;260;Valentine6x;;Pirc;Pirc Defense 2.d4 Nf6;https://www.chess.com/game/live/76550394938;2023-04;2023-04
915cd4c4-e6e6-11ed-90b9-6263a801000f;2023-04-29;black;derrota;rapid;600;273;229;S3T3V3NC3HN6;;Pirc;Pirc Defense Modern Defense Geller System 2...Nf6;https://www.chess.com/game/live/76550482066;2023-04;2023-04
f52611ff-e6e7-11ed-81ec-c2984301000f;2023-04-29;black;empate;rapid;600;275;340;allenfiorletta;;Van;Van t Kruijs Opening 1...e5;https://www.chess.com/game/live/76551696602;2023-04;2023-04
325b16d3-e79f-11ed-8f4d-b7cf0201000f;2023-04-30;black;derrota;rapid;600;290;393;Kinfin187;;Queens;Queens Pawn Opening Horwitz Defense 2.g3;https://www.chess.com/game/live/76629803842;2023-04;2023-04
3dd5166d-e79d-11ed-90b9-6263a801000f;2023-04-30;black;derrota;rapid;600;296;287;wergth;;Van;Van Geet Opening 1...Nf6;https://www.chess.com/game/live/76629610474;2023-04;2023-04
893575f8-e79c-11ed-8f4d-b7cf0201000f;2023-04-30;black;vitoria;rapid;600;305;198;ZolTyBoy;;Owens;Owens Defense...3.Bd3 g6 4.Nf3 Bg7;https://www.chess.com/game/live/76628953250;2023-04;2023-04
21b1faa9-e79c-11ed-820c-c587c801000f;2023-04-30;white;derrota;rapid;600;298;260;john6391;;English;English Opening 1...b6 2.d4 Bb7;https://www.chess.com/game/live/76628503834;2023-04;2023-04
01dc90b4-e79c-11ed-81ec-c2984301000f;2023-04-30;black;derrota;rapid;600;307;314;oscarrotondochahua;;Modern;Modern Defense with 1 d4;https://www.chess.com/game/live/76628425906;2023-04;2023-04
b81994fe-e799-11ed-90b9-6263a801000f;2023-04-30;black;derrota;rapid;600;315;329;Arkos24100;;Kings;Kings Pawn Opening;https://www.chess.com/game/live/76628364718;2023-04;2023-04
8250625e-e796-11ed-81ec-c2984301000f;2023-04-30;white;vitoria;rapid;600;323;287;wisedu;;Queens;Queens Gambit Declined Marshall Defense;https://www.chess.com/game/live/76626176606;2023-04;2023-04
433a108c-e797-11ed-8f4d-b7cf0201000f;2023-04-30;black;derrota;rapid;600;315;342;fedecento;;Modern;Modern Defense with 1 e4;https://www.chess.com/game/live/76626217874;2023-04;2023-04
e9f0289a-e79f-11ed-81ec-c2984301000f;2023-04-30;black;vitoria;rapid;600;297;200;Javiermorenol;;Saragossa;Saragossa Opening;https://www.chess.com/game/live/76630914854;2023-04;2023-04
47c903a9-e796-11ed-81ec-c2984301000f;2023-04-30;black;derrota;rapid;600;316;257;arif_leo_10;;Modern;Modern Defense with 1 e4 2.Bc4 Bg7 3.Qf3 e6;https://www.chess.com/game/live/76626021398;2023-04;2023-04
8bd7442f-e794-11ed-820c-c587c801000f;2023-04-30;white;vitoria;rapid;600;326;135;reinasolecito;82.24;Queens;Queens Pawn Opening 1...d5 2.c3;https://www.chess.com/game/live/76625619574;2023-04;2023-04
efb8aedb-e793-11ed-8f4d-b7cf0201000f;2023-04-30;white;derrota;rapid;600;320;311;chesslsthebest;;Queens;Queens Pawn Opening Mikenas Defense 2.c4 e5;https://www.chess.com/game/live/76624998722;2023-04;2023-04
77ba2863-e797-11ed-820c-c587c801000f;2023-04-30;black;vitoria;rapid;600;323;296;WhitePawnsCanJump;;Kings;Kings Pawn Opening 1...e5;https://www.chess.com/game/live/76627284770;2023-04;2023-04
5ea47e3a-e7a2-11ed-90b9-6263a801000f;2023-04-30;black;vitoria;rapid;600;306;327;yashbagarka;;Reti;Reti Opening Kingside Fianchetto Variation;https://www.chess.com/game/live/76631507294;2023-04;2023-04
e9240fbf-e7a8-11ed-820c-c587c801000f;2023-04-30;black;derrota;rapid;600;321;401;caggeppe;;Queens;Queens Pawn Opening Horwitz Defense 2.Bf4;https://www.chess.com/game/live/76634477586;2023-04;2023-04
fda36f73-e7a5-11ed-820c-c587c801000f;2023-04-30;white;vitoria;rapid;600;322;307;chess_bot1233;;Queens;Queens Pawn Opening Mikenas Defense 2.c4 e5;https://www.chess.com/game/live/76633316222;2023-04;2023-04
99fcd911-e7a8-11ed-90b9-6263a801000f;2023-04-30;black;vitoria;rapid;600;328;231;omarsherif1234557;78.4;French;French Defense;https://www.chess.com/game/live/76633841398;2023-04;2023-04
c18aa166-e793-11ed-820c-c587c801000f;2023-04-30;black;vitoria;rapid;600;329;287;sanchayavibranarayanan;;Saragossa;Saragossa Opening;https://www.chess.com/game/live/76624875366;2023-04;2023-04
8a28a7a9-e7aa-11ed-90b9-6263a801000f;2023-04-30;black;vitoria;rapid;600;328;250;imnoobsodontbehappy;;Modern;Modern Defense Bishop Attack Monkeys Bum Variation;https://www.chess.com/game/live/76634525906;2023-04;2023-04
d929b88d-e7aa-11ed-81ec-c2984301000f;2023-04-30;black;derrota;rapid;600;321;366;LandenM2006;;Modern;Modern Defense with 1 e4 2.Nc3 Bg7;https://www.chess.com/game/live/76635049530;2023-04;2023-04
e2600247-e7ab-11ed-81ec-c2984301000f;2023-04-30;white;vitoria;rapid;600;330;359;CompradorDePan;;Queens;Queens Pawn Opening Mikenas Defense 2.c4 e5;https://www.chess.com/game/live/76635595478;2023-04;2023-04
d97ca8c9-e7ac-11ed-8f4d-b7cf0201000f;2023-04-30;white;vitoria;rapid;600;337;258;batman1612;;Dutch;Dutch Defense Classical Variation;https://www.chess.com/game/live/76635724974;2023-04;2023-04
c2aadfc5-e7ad-11ed-820c-c587c801000f;2023-04-30;white;vitoria;rapid;600;345;339;Iguetta;;English;English Opening Symmetrical Variation;https://www.chess.com/game/live/76636210834;2023-04;2023-04
4c99b180-e7ae-11ed-90b9-6263a801000f;2023-04-30;white;vitoria;rapid;600;353;335;Mamiikaa;;English;English Opening Kings English Variation;https://www.chess.com/game/live/76636845810;2023-04;2023-04
58e8df02-e7b0-11ed-81ec-c2984301000f;2023-04-30;black;vitoria;rapid;600;361;327;babaichuk;;Van;Van t Kruijs Opening 1...g6;https://www.chess.com/game/live/76637513638;2023-04;2023-04
abaf93d5-e7b9-11ed-90b9-6263a801000f;2023-04-30;white;derrota;rapid;600;353;385;ruben75977466;;French;French Defense Knight Variation;https://www.chess.com/game/live/76641103982;2023-04;2023-04
3269efac-e7ba-11ed-8f4d-b7cf0201000f;2023-04-30;black;vitoria;rapid;600;361;360;urowwww;;Reti;Reti Opening Kingside Fianchetto Variation 2.e4;https://www.chess.com/game/live/76642155830;2023-04;2023-04
01ad3639-e7bc-11ed-90b9-6263a801000f;2023-04-30;black;vitoria;rapid;600;369;333;guadaperalta;;Modern;Modern Defense with 1 e4 2.Bc4;https://www.chess.com/game/live/76642335426;2023-04;2023-04
50de6229-e7bd-11ed-81ec-c2984301000f;2023-04-30;black;derrota;rapid;600;361;363;pep3isdc;;Van;Van t Kruijs Opening 1...g6;https://www.chess.com/game/live/76642932222;2023-04;2023-04
ad1f04e5-e7a3-11ed-90b9-6263a801000f;2023-04-30;white;vitoria;rapid;600;314;300;yashbagarka;;Dutch;Dutch Defense 2.c4;https://www.chess.com/game/live/76632555954;2023-04;2023-04
3e556adc-e792-11ed-90b9-6263a801000f;2023-04-30;black;derrota;rapid;600;320;374;AndriYavorivski;;French;French Defense;https://www.chess.com/game/live/76624834614;2023-04;2023-04
0adb99e6-e77f-11ed-90b9-6263a801000f;2023-04-30;white;derrota;rapid;600;290;341;Hegemon77;;Old;Old Benoni Defense;https://www.chess.com/game/live/76616395958;2023-04;2023-04
18eda3c5-e78f-11ed-820c-c587c801000f;2023-04-30;white;vitoria;rapid;600;329;228;giannisprapas;;Queens;Queens Gambit Accepted;https://www.chess.com/game/live/76623013102;2023-04;2023-04
da3bb54d-e771-11ed-90b9-6263a801000f;2023-04-30;white;derrota;rapid;600;263;245;Josuelam;;Nimzowitsch;Nimzowitsch Defense 2.d4 e6 3.Nf3;https://www.chess.com/game/live/76610960706;2023-04;2023-04
4ae04445-e773-11ed-90b9-6263a801000f;2023-04-30;white;vitoria;rapid;600;276;344;nataniyel;;Englund;Englund Gambit;https://www.chess.com/game/live/76611078382;2023-04;2023-04
d734a43e-e773-11ed-90b9-6263a801000f;2023-04-30;black;vitoria;rapid;600;284;209;biprangsh;;Pirc;Pirc Defense;https://www.chess.com/game/live/76611627778;2023-04;2023-04
b0b12620-e776-11ed-81ec-c2984301000f;2023-04-30;white;empate;rapid;600;283;240;Grinch0411;;Queens;Queens Pawn Opening;https://www.chess.com/game/live/76612309562;2023-04;2023-04
b836a7ca-e776-11ed-8f4d-b7cf0201000f;2023-04-30;white;vitoria;rapid;600;291;225;thespiller;;Englund;Englund Gambit;https://www.chess.com/game/live/76612354438;2023-04;2023-04
fabe0e6b-e776-11ed-90b9-6263a801000f;2023-04-30;black;vitoria;rapid;600;299;235;avi_sahane_2002;;Kings;Kings Pawn Opening;https://www.chess.com/game/live/76612470394;2023-04;2023-04
787b3c23-e777-11ed-81ec-c2984301000f;2023-04-30;white;vitoria;rapid;600;308;296;thisissujoy;;Queens;Queens Pawn Opening Chigorin Variation 2...c6;https://www.chess.com/game/live/76612858646;2023-04;2023-04
e4dda9ae-e777-11ed-81ec-c2984301000f;2023-04-30;black;vitoria;rapid;600;316;263;v1etn;;Pirc;Pirc Defense 2.d4 Nf6;https://www.chess.com/game/live/76613519282;2023-04;2023-04
823d7a36-e78f-11ed-8f4d-b7cf0201000f;2023-04-30;black;empate;rapid;600;327;235;Jorge6666666X;;French;French Defense Normal Variation;https://www.chess.com/game/live/76624176626;2023-04;2023-04
7f874b08-e77b-11ed-8f4d-b7cf0201000f;2023-04-30;black;derrota;rapid;600;299;376;ratte16;49.11;Pirc;Pirc Defense Main Line Kholmov System;https://www.chess.com/game/live/76614609358;2023-04;2023-04
e0f99566-e77b-11ed-90b9-6263a801000f;2023-04-30;black;vitoria;rapid;600;306;256;anudhyan;;Pirc;Pirc Defense Classical Variation 4...Bg7 5.Bc4 O O;https://www.chess.com/game/live/76614764930;2023-04;2023-04
9809e71a-e77c-11ed-90b9-6263a801000f;2023-04-30;white;vitoria;rapid;600;312;174;Aaaaazan;;Queens;Queens Gambit Declined Austrian Variation 3.cxd5;https://www.chess.com/game/live/76615363546;2023-04;2023-04
25c5f87e-e77e-11ed-81ec-c2984301000f;2023-04-30;white;derrota;rapid;600;304;341;hammad_02;;Queens;Queens Pawn Opening Mikenas Defense;https://www.chess.com/game/live/76615763666;2023-04;2023-04
7a7225e7-e77e-11ed-8f4d-b7cf0201000f;2023-04-30;black;derrota;rapid;600;297;334;Hegemon77;;Pirc;Pirc Defense;https://www.chess.com/game/live/76615877438;2023-04;2023-04
940d1dcc-e779-11ed-90b9-6263a801000f;2023-04-30;white;derrota;rapid;600;306;273;xipan_17;;Queens;Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4;https://www.chess.com/game/live/76614239446;2023-04;2023-04
06fe1b9a-e780-11ed-81ec-c2984301000f;2023-04-30;white;vitoria;rapid;600;298;271;Chess_Gamer56;;Queens;Queens Gambit Declined Austrian Variation 3.cxd5 Qxd5;https://www.chess.com/game/live/76616455998;2023-04;2023-04
82918006-e78a-11ed-820c-c587c801000f;2023-04-30;white;derrota;rapid;600;312;296;nerdddog;;Queens;Queens Pawn Opening Mikenas Defense 2.c4 e5;https://www.chess.com/game/live/76621416526;2023-04;2023-04
42d42ab7-e789-11ed-81ec-c2984301000f;2023-04-30;white;derrota;rapid;600;321;304;CtangensV;;Queens;Queens Pawn Opening Keres Defense 3.Bd2;https://www.chess.com/game/live/76620754070;2023-04;2023-04
3ad5c579-e788-11ed-90b9-6263a801000f;2023-04-30;white;derrota;rapid;600;330;314;Dsevendolb;;Queens;Queens Pawn Opening Horwitz Defense 2.c4;https://www.chess.com/game/live/76620182330;2023-04;2023-04
87053584-e787-11ed-820c-c587c801000f;2023-04-30;white;vitoria;rapid;600;339;343;Highastro;;Queens;Queens Gambit Declined Chigorin Defense;https://www.chess.com/game/live/76619662218;2023-04;2023-04
2bb18a32-e787-11ed-820c-c587c801000f;2023-04-30;white;vitoria;rapid;600;330;271;jacobboy880;;Queens;Queens Pawn Opening Horwitz Defense 2.c4;https://www.chess.com/game/live/76619515818;2023-04;2023-04
6df1a47b-e786-11ed-81ec-c2984301000f;2023-04-30;black;vitoria;rapid;600;323;357;trynabegoodatchess69;;French;French Defense;https://www.chess.com/game/live/76619436298;2023-04;2023-04
344d92c1-e78c-11ed-8f4d-b7cf0201000f;2023-04-30;black;vitoria;rapid;600;320;288;naseyrt;66.7;French;French Defense Knight Variation;https://www.chess.com/game/live/76622481942;2023-04;2023-04
3be0d43b-e785-11ed-820c-c587c801000f;2023-04-30;black;derrota;rapid;600;322;298;Dakshraj_19;;Pirc;Pirc Defense;https://www.chess.com/game/live/76618870374;2023-04;2023-04
952ee11d-e784-11ed-8f4d-b7cf0201000f;2023-04-30;black;vitoria;rapid;600;331;312;Dr_Glitch;;Pirc;Pirc Defense;https://www.chess.com/game/live/76618336826;2023-04;2023-04
d0862f0e-e783-11ed-90b9-6263a801000f;2023-04-30;white;vitoria;rapid;600;323;344;CrossyRoader;;French;French Defense Winawer Delayed Exchange Variation 4...exd5;https://www.chess.com/game/live/76618275178;2023-04;2023-04
ce854b1f-e782-11ed-81ec-c2984301000f;2023-04-30;white;vitoria;rapid;600;314;352;Rusti2323;;English;English Opening 1...b6 2.d4 Bb7;https://www.chess.com/game/live/76617812426;2023-04;2023-04
4cd8093e-e780-11ed-81ec-c2984301000f;2023-04-30;black;vitoria;rapid;600;305;247;ZekunYang001;;Queens;Queens Pawn Opening 1...d6;https://www.chess.com/game/live/76617584482;2023-04;2023-04
ec2ef41c-e785-11ed-81ec-c2984301000f;2023-04-30;white;derrota;rapid;600;314;344;queen1238937;;Center;Center Game Accepted;https://www.chess.com/game/live/76618949626;2023-04;2023-04
50702bbb-e866-11ed-90b9-6263a801000f;2023-05-01;black;derrota;rapid;600;302;298;alfredosalas1;38.91;Modern;Modern Defense with 1 e4 2.d4 Bg7;https://www.chess.com/game/live/76715504298;2023-05;2023-05
79b7c1e3-e865-11ed-90b9-6263a801000f;2023-05-01;black;derrota;rapid;600;311;254;HiJack518;;Alekhines;Alekhines Defense 2.Nc3;https://www.chess.com/game/live/76715031178;2023-05;2023-05
73e2f2a9-e864-11ed-8f4d-b7cf0201000f;2023-05-01;black;derrota;rapid;600;321;325;Te0d0rCiobanu;;Modern;Modern Defense with 1 e4 2.Bc4;https://www.chess.com/game/live/76714863914;2023-05;2023-05
1cd5f17c-e864-11ed-8f4d-b7cf0201000f;2023-05-01;white;vitoria;rapid;600;329;287;NameKyaRakhun;;Queens;Queens Gambit Accepted;https://www.chess.com/game/live/76714343726;2023-05;2023-05
9581c739-e863-11ed-90b9-6263a801000f;2023-05-01;white;derrota;rapid;600;322;284;ifti69420;60.4;English;English Opening Kings English Variation;https://www.chess.com/game/live/76714274786;2023-05;2023-05
903ae081-e862-11ed-90b9-6263a801000f;2023-05-01;black;derrota;rapid;600;332;372;ioanab12;;Indian;Indian Game 2.Bf4 e6 3.e3;https://www.chess.com/game/live/76714166986;2023-05;2023-05
e1abb21a-e840-11ed-81ec-c2984301000f;2023-05-01;black;vitoria;rapid;600;358;287;iball3;;Reti;Reti Opening Kingside Fianchetto Variation 2.e4 Bg7;https://www.chess.com/game/live/76699927870;2023-05;2023-05
e1c764d6-e842-11ed-90b9-6263a801000f;2023-05-01;white;derrota;rapid;600;348;284;albama888;;English;English Opening Kings English Variation;https://www.chess.com/game/live/76700992062;2023-05;2023-05
38ac1a1e-e83f-11ed-81ec-c2984301000f;2023-05-01;black;derrota;rapid;600;351;290;Mace361;;French;French Defense Knight Variation;https://www.chess.com/game/live/76698782022;2023-05;2023-05
18beb0a9-e83e-11ed-81ec-c2984301000f;2023-05-01;white;derrota;rapid;600;361;368;nicenicuu;;English;English Opening Kings English Variation;https://www.chess.com/game/live/76698310318;2023-05;2023-05
b19feb39-e83d-11ed-81ec-c2984301000f;2023-05-01;black;vitoria;rapid;600;369;366;ssnpsoldier;;French;French Defense;https://www.chess.com/game/live/76697990774;2023-05;2023-05
7b1eba23-e867-11ed-81ec-c2984301000f;2023-05-01;black;derrota;rapid;600;296;391;Tyreoxn4L;;Modern;Modern Defense with 1 e4 2.d4 Bg7 3.Be3;https://www.chess.com/game/live/76715613162;2023-05;2023-05
7a10ecda-e85f-11ed-90b9-6263a801000f;2023-05-01;black;derrota;rapid;600;340;366;Cottapin4;;French;French Defense Normal Variation;https://www.chess.com/game/live/76713583378;2023-05;2023-05
beb9e67f-eaf3-11ed-8f4d-b7cf0201000f;2023-05-05;black;vitoria;rapid;600;312;286;IGNACIOUMONTENEGRO;;Anderssen;Anderssen Opening;https://www.chess.com/game/live/76996173254;2023-05;2023-05
1655eb75-eaf5-11ed-90b9-6263a801000f;2023-05-05;black;derrota;rapid;600;304;351;Elmo5150;49.25;French;French Defense Steinitz Attack;https://www.chess.com/game/live/76996877382;2023-05;2023-05
eec79b6f-eaf1-11ed-8f4d-b7cf0201000f;2023-05-05;black;vitoria;rapid;600;304;273;GooooglerBoy;;Undefined;Undefined;https://www.chess.com/game/live/76995575630;2023-05;2023-05
0557f629-ec51-11ed-90b9-6263a801000f;2023-05-06;white;vitoria;rapid;600;319;306;GKING677;38.3;Queens;Queens Gambit Declined Albin Countergambit;https://www.chess.com/game/live/77146352322;2023-05;2023-05
ca929247-ec52-11ed-820c-c587c801000f;2023-05-06;white;empate;rapid;600;312;355;rubiksgenius;;English;English Opening Kings English Variation;https://www.chess.com/game/live/77147067314;2023-05;2023-05
6acac1bf-f45a-11ed-a26f-92ac2201000f;2023-05-16;white;vitoria;rapid;600;310;343;kfarren;;English;English Opening;https://www.chess.com/game/live/78030630134;2023-05;2023-05
269a5038-f458-11ed-a26f-92ac2201000f;2023-05-16;white;empate;rapid;600;301;319;randomdudeverycool;;English;English Opening Kings English Variation 2.e3;https://www.chess.com/game/live/78028903682;2023-05;2023-05
1b707499-f457-11ed-b825-4baf3001000f;2023-05-16;white;vitoria;rapid;600;301;222;Lynxsh;;Old;Old Indian Defense Ukrainian Two Knights Variation 4...Nc6;https://www.chess.com/game/live/78028306938;2023-05;2023-05
